ACCOUNT_UID;ACCOUNT_NAME;REGION;CHECK_ID;CHECK_TITLE;STATUS;STATUS_EXTENDED;SEVERITY;SERVICE_NAME;RESOURCE_UID;RESOURCE_NAME;COMPLIANCE;TIMESTAMP
12345678900;Account 12345678900;us-east-1;check-42;Check Title check-42;PASS;Status extended info;critical;iam;arn:aws:iam::12345678900:user/user-85;user-85;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678905;Account 12345678905;us-east-1;check-84;Check Title check-84;FAIL;Status extended info;critical;iam;arn:aws:iam::12345678905:user/user-86;user-86;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678904;Account 12345678904;us-east-1;check-97;Check Title check-97;PASS;Status extended info;high;iam;arn:aws:iam::12345678904:user/user-87;user-87;HIPAA: 164.308;2025-01-01T12:00:00Z
12345678904;Account 12345678904;us-east-1;check-87;Check Title check-87;PASS;Status extended info;critical;iam;arn:aws:iam::12345678904:user/user-88;user-88;HIPAA: 164.308;2025-01-01T12:00:00Z
12345678905;Account 12345678905;us-east-1;check-92;Check Title check-92;INFO;Status extended info;low;iam;arn:aws:iam::12345678905:user/user-89;user-89;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678906;Account 12345678906;us-east-1;check-41;Check Title check-41;PASS;Status extended info;critical;iam;arn:aws:iam::12345678906:user/user-90;user-90;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678908;Account 12345678908;us-east-1;check-83;Check Title check-83;PASS;Status extended info;low;iam;arn:aws:iam::12345678908:user/user-91;user-91;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678907;Account 12345678907;us-east-1;check-20;Check Title check-20;FAIL;Status extended info;high;iam;arn:aws:iam::12345678907:user/user-92;user-92;HIPAA: 164.308;2025-01-01T12:00:00Z
12345678903;Account 12345678903;us-east-1;check-27;Check Title check-27;FAIL;Status extended info;critical;iam;arn:aws:iam::12345678903:user/user-93;user-93;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678904;Account 12345678904;us-east-1;check-60;Check Title check-60;FAIL;Status extended info;low;iam;arn:aws:iam::12345678904:user/user-94;user-94;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678901;Account 12345678901;us-east-1;check-27;Check Title check-27;INFO;Status extended info;high;iam;arn:aws:iam::12345678901:user/user-95;user-95;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678906;Account 12345678906;us-east-1;check-14;Check Title check-14;PASS;Status extended info;high;iam;arn:aws:iam::12345678906:user/user-96;user-96;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678905;Account 12345678905;us-east-1;check-96;Check Title check-96;PASS;Status extended info;high;iam;arn:aws:iam::12345678905:user/user-97;user-97;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678907;Account 12345678907;us-east-1;check-91;Check Title check-91;FAIL;Status extended info;high;iam;arn:aws:iam::12345678907:user/user-98;user-98;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678904;Account 12345678904;us-east-1;check-7;Check Title check-7;INFO;Status extended info;medium;iam;arn:aws:iam::12345678904:user/user-99;user-99;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678904;Account 12345678904;us-east-1;check-28;Check Title check-28;PASS;Status extended info;high;iam;arn:aws:iam::12345678904:user/user-100;user-100;HIPAA: 164.308;2025-01-01T12:00:00Z
12345678905;Account 12345678905;us-east-1;check-58;Check Title check-58;INFO;Status extended info;low;iam;arn:aws:iam::12345678905:user/user-101;user-101;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678907;Account 12345678907;us-east-1;check-18;Check Title check-18;PASS;Status extended info;critical;iam;arn:aws:iam::12345678907:user/user-102;user-102;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678908;Account 12345678908;us-east-1;check-50;Check Title check-50;PASS;Status extended info;critical;iam;arn:aws:iam::12345678908:user/user-103;user-103;HIPAA: 164.308;2025-01-01T12:00:00Z
12345678904;Account 12345678904;us-east-1;check-2;Check Title check-2;INFO;Status extended info;critical;iam;arn:aws:iam::12345678904:user/user-104;user-104;HIPAA: 164.308;2025-01-01T12:00:00Z
12345678902;Account 12345678902;us-east-1;check-14;Check Title check-14;INFO;Status extended info;high;iam;arn:aws:iam::12345678902:user/user-105;user-105;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678903;Account 12345678903;us-east-1;check-3;Check Title check-3;FAIL;Status extended info;low;iam;arn:aws:iam::12345678903:user/user-106;user-106;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678902;Account 12345678902;us-east-1;check-9;Check Title check-9;PASS;Status extended info;critical;iam;arn:aws:iam::12345678902:user/user-107;user-107;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678901;Account 12345678901;us-east-1;check-42;Check Title check-42;FAIL;Status extended info;medium;iam;arn:aws:iam::12345678901:user/user-108;user-108;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678907;Account 12345678907;us-east-1;check-35;Check Title check-35;FAIL;Status extended info;critical;iam;arn:aws:iam::12345678907:user/user-109;user-109;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678904;Account 12345678904;us-east-1;check-21;Check Title check-21;INFO;Status extended info;high;iam;arn:aws:iam::12345678904:user/user-110;user-110;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678901;Account 12345678901;us-east-1;check-51;Check Title check-51;PASS;Status extended info;critical;iam;arn:aws:iam::12345678901:user/user-111;user-111;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678901;Account 12345678901;us-east-1;check-21;Check Title check-21;FAIL;Status extended info;high;iam;arn:aws:iam::12345678901:user/user-112;user-112;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678907;Account 12345678907;us-east-1;check-12;Check Title check-12;FAIL;Status extended info;high;iam;arn:aws:iam::12345678907:user/user-113;user-113;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678903;Account 12345678903;us-east-1;check-10;Check Title check-10;PASS;Status extended info;low;iam;arn:aws:iam::12345678903:user/user-114;user-114;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678905;Account 12345678905;us-east-1;check-55;Check Title check-55;INFO;Status extended info;high;iam;arn:aws:iam::12345678905:user/user-115;user-115;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678908;Account 12345678908;us-east-1;check-45;Check Title check-45;FAIL;Status extended info;low;iam;arn:aws:iam::12345678908:user/user-116;user-116;HIPAA: 164.308;2025-01-01T12:00:00Z
12345678905;Account 12345678905;us-east-1;check-98;Check Title check-98;PASS;Status extended info;critical;iam;arn:aws:iam::12345678905:user/user-117;user-117;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678901;Account 12345678901;us-east-1;check-96;Check Title check-96;PASS;Status extended info;low;iam;arn:aws:iam::12345678901:user/user-118;user-118;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678901;Account 12345678901;us-east-1;check-20;Check Title check-20;PASS;Status extended info;low;iam;arn:aws:iam::12345678901:user/user-119;user-119;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678903;Account 12345678903;us-east-1;check-73;Check Title check-73;FAIL;Status extended info;medium;iam;arn:aws:iam::12345678903:user/user-120;user-120;HIPAA: 164.308;2025-01-01T12:00:00Z
12345678906;Account 12345678906;us-east-1;check-45;Check Title check-45;INFO;Status extended info;medium;iam;arn:aws:iam::12345678906:user/user-121;user-121;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678905;Account 12345678905;us-east-1;check-98;Check Title check-98;INFO;Status extended info;low;iam;arn:aws:iam::12345678905:user/user-122;user-122;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678905;Account 12345678905;us-east-1;check-86;Check Title check-86;INFO;Status extended info;high;iam;arn:aws:iam::12345678905:user/user-123;user-123;HIPAA: 164.308;2025-01-01T12:00:00Z
12345678906;Account 12345678906;us-east-1;check-48;Check Title check-48;FAIL;Status extended info;high;iam;arn:aws:iam::12345678906:user/user-124;user-124;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678904;Account 12345678904;us-east-1;check-49;Check Title check-49;INFO;Status extended info;medium;iam;arn:aws:iam::12345678904:user/user-125;user-125;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678907;Account 12345678907;us-east-1;check-49;Check Title check-49;FAIL;Status extended info;medium;iam;arn:aws:iam::12345678907:user/user-126;user-126;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678909;Account 12345678909;us-east-1;check-93;Check Title check-93;INFO;Status extended info;critical;iam;arn:aws:iam::12345678909:user/user-127;user-127;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678908;Account 12345678908;us-east-1;check-22;Check Title check-22;INFO;Status extended info;low;iam;arn:aws:iam::12345678908:user/user-128;user-128;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678902;Account 12345678902;us-east-1;check-65;Check Title check-65;PASS;Status extended info;critical;iam;arn:aws:iam::12345678902:user/user-129;user-129;HIPAA: 164.308;2025-01-01T12:00:00Z
12345678900;Account 12345678900;us-east-1;check-84;Check Title check-84;PASS;Status extended info;low;iam;arn:aws:iam::12345678900:user/user-130;user-130;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678906;Account 12345678906;us-east-1;check-60;Check Title check-60;INFO;Status extended info;low;iam;arn:aws:iam::12345678906:user/user-131;user-131;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678909;Account 12345678909;us-east-1;check-78;Check Title check-78;INFO;Status extended info;low;iam;arn:aws:iam::12345678909:user/user-132;user-132;HIPAA: 164.308;2025-01-01T12:00:00Z
12345678906;Account 12345678906;us-east-1;check-19;Check Title check-19;FAIL;Status extended info;low;iam;arn:aws:iam::12345678906:user/user-133;user-133;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678901;Account 12345678901;us-east-1;check-99;Check Title check-99;INFO;Status extended info;critical;iam;arn:aws:iam::12345678901:user/user-134;user-134;CIS-1.0: 1.1;2025-01-01T12:00:00Z
12345678901;Account 12345678901;us-east-1;check-54;Check Title check-54;PASS;Status extended info;low;iam;arn:aws:iam::12345678901:user/user-135;user-135;HIPAA: 164.308;2025-01-01T12:00:00Z
12345678905;Account 12345678905;us-east-1;check-79;Check Title check-79;INFO;Status extended info;critical;iam;arn:aws:iam::12345678905:user/user-136;user-136;PCI-3.2.1: 1.1.1;2025-01-01T12:00:00Z
12345678902;Account 12345678902;us-east-1;check-78;Check Title check-78;PASS;Status extended info;high;iam;arn:aws:iam::12345678902:user/user-137;user-137;CIS-1.0: 1.1;2025-01-01T12:00:00Z
